id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MPZ	17	0.064967	0.45399	1.0	5288	4	0.49675	0.012897	0.051451	0.38397	2848	11	0.49675
SLC19A3	18	0.06497	0.46419	1.0	5289	9	-0.25402	0.30402	0.6009	1.0	11978	5	-0.25402
SHISA2	18	0.064977	0.46419	1.0	5290	9	-0.20116	0.85407	0.95432	1.0	18747	1	-0.20116
HOXD4	18	0.064979	0.46419	1.0	5291	8	-0.11494	0.57454	0.82563	1.0	15773	6	-0.11494
HOXA10	18	0.064993	0.46419	1.0	5292	9	-0.23602	0.84681	0.95244	1.0	18688	5	-0.23602
F2RL3	18	0.064995	0.46419	1.0	5293	8	-0.1886	0.64619	0.86748	1.0	16633	5	-0.1886
EML3	17	0.064997	0.45399	1.0	5294	7	0.064975	0.19303	0.45178	0.987474	9770	7	0.064975
RDH5	18	0.064999	0.46419	1.0	5295	8	0.047487	0.38921	0.68505	1.0	13329	6	0.047487
SPTY2D1	17	0.065006	0.4541	1.0	5296	7	-0.026642	0.2083	0.47431	1.0	10120	6	-0.026642
hsa-mir-6768	11	0.065027	0.38948	1.0	5297	5	-0.35528	0.96141	0.9744	1.0	19953	1	-0.35528
BEND3	18	0.065033	0.46458	1.0	5298	9	-0.22319	0.30237	0.60019	1.0	11949	5	-0.22319
LGR6	18	0.06504	0.46458	1.0	5299	7	-0.052151	0.82025	0.94358	1.0	18418	5	-0.052151
UBR1	18	0.065049	0.46458	1.0	5300	7	-0.15717	0.11037	0.29545	0.834623	7621	6	-0.15717
CLDN3	18	0.065054	0.46458	1.0	5301	5	0.1697	0.31759	0.61743	1.0	12217	8	0.1697
hsa-mir-4633	11	0.065174	0.38967	1.0	5302	6	-0.43151	0.8252	0.91506	1.0	18469	2	-0.43151
MEX3A	17	0.065239	0.45445	1.0	5303	9	-0.25626	0.57958	0.8248	1.0	15827	5	-0.25626
LAG3	18	0.065288	0.46495	1.0	5304	8	0.14849	0.0012904	0.011762	0.231582	1042	8	0.14849
GALNT14	18	0.065299	0.46495	1.0	5305	4	0.1327	0.33666	0.63649	1.0	12520	6	0.1327
RPS19BP1	15	0.065351	0.43679	1.0	5306	6	-0.11292	0.72804	0.89318	1.0	17511	4	-0.11292
HEXIM1	18	0.065351	0.46495	1.0	5307	6	0.07303	0.0074073	0.032927	0.317988	2217	8	0.07303
MOCS3	18	0.06544	0.46522	1.0	5308	7	-0.0090132	0.87665	0.96302	1.0	19016	4	-0.0090132
UGT2B7	18	0.065476	0.46534	1.0	5309	9	-0.22071	0.16304	0.39599	0.935508	9070	5	-0.22071
GIMAP2	17	0.065559	0.45719	1.0	5310	8	-0.19197	0.5628	0.81639	1.0	15601	5	-0.19197
C2CD4A	18	0.065573	0.46557	1.0	5311	8	-0.22773	0.23078	0.50642	1.0	10604	5	-0.22773
FAAH	18	0.065576	0.46557	1.0	5312	8	-0.085851	0.45323	0.73975	1.0	14205	7	-0.085851
FAM163B	18	0.065579	0.46557	1.0	5313	9	-0.23522	0.54647	0.80587	1.0	15391	6	-0.23522
SPRYD3	18	0.065608	0.46557	1.0	5314	9	-0.28766	0.80624	0.93898	1.0	18298	2	-0.28766
hsa-mir-92a-1	11	0.065679	0.39016	1.0	5315	4	-0.19381	0.80181	0.90266	1.0	18254	2	-0.19381
LDOC1L	18	0.065734	0.46583	1.0	5316	3	0.49749	0.0008054	0.0095392	0.22619	858	11	0.49749
hsa-mir-300	12	0.065738	0.40419	1.0	5317	4	0.11906	0.035897	0.11301	0.56591	4556	5	0.11906
NUP62	18	0.065738	0.46583	1.0	5318	8	-0.19178	0.51456	0.78608	1.0	14999	6	-0.19178
C17orf80	16	0.065747	0.44949	1.0	5319	6	0.33828	0.00469	0.023192	0.288505	1782	8	0.33828
SYNGR2	16	0.06576	0.44949	1.0	5320	5	0.32099	0.073829	0.21067	0.728418	6362	8	0.32099
RSPRY1	17	0.065778	0.45842	1.0	5321	6	0.075934	0.048087	0.15873	0.655413	5254	7	0.075934
ESYT3	18	0.065778	0.46595	1.0	5322	9	-0.18407	0.42833	0.71901	1.0	13876	5	-0.18407
NEURL1B	18	0.065787	0.46607	1.0	5323	6	0.13722	0.031905	0.11586	0.573906	4312	9	0.13722
KPNA4	14	0.065798	0.43459	1.0	5324	7	-0.27999	0.54714	0.78673	1.0	15399	2	-0.27999
GRM1	18	0.065815	0.46607	1.0	5325	6	-0.0025771	0.21235	0.48221	1.0	10214	8	-0.0025771
CNR1	18	0.065829	0.46607	1.0	5326	6	-0.12023	0.7636	0.9218	1.0	17896	5	-0.12023
UGT2B10	15	0.065836	0.44119	1.0	5327	8	-0.37402	0.39461	0.67614	1.0	13397	5	-0.37402
MMS19	18	0.065928	0.46623	1.0	5328	5	0.13089	0.29477	0.59242	1.0	11809	8	0.13089
CRY1	17	0.065935	0.45842	1.0	5329	6	0.085217	0.10921	0.29408	0.833479	7579	8	0.085217
hsa-mir-6886	12	0.066009	0.40435	1.0	5330	7	-0.35046	0.99785	0.99559	1.0	20529	0	-0.35046
RGS14	18	0.066016	0.46636	1.0	5331	7	-0.041734	0.49473	0.77407	1.0	14765	6	-0.041734
FAM134A	18	0.066027	0.46646	1.0	5332	5	0.25135	0.24152	0.51956	1.0	10827	9	0.25135
FAM153B	12	0.066029	0.40474	1.0	5333	4	0.24682	0.18751	0.41579	0.952082	9639	5	0.24682
TPSG1	18	0.066073	0.46646	1.0	5334	9	-0.47046	0.58461	0.83277	1.0	15873	5	-0.47046
DCLRE1C	18	0.066092	0.46697	1.0	5335	8	0.19818	0.076999	0.22631	0.750701	6479	9	0.19818
MIOX	18	0.066096	0.46697	1.0	5336	9	-0.36738	0.93599	0.98035	1.0	19644	4	-0.36738
GPR108	18	0.066112	0.46697	1.0	5337	8	-0.061051	0.37642	0.67136	1.0	13155	4	-0.061051
DEFB126	18	0.066121	0.46697	1.0	5338	4	0.38351	0.013333	0.051766	0.384935	2895	11	0.38351
MCU	18	0.066134	0.46715	1.0	5339	4	0.58903	0.00066075	0.0089562	0.22619	790	13	0.58903
KCND2	18	0.066156	0.46728	1.0	5340	9	-0.16554	0.45161	0.73814	1.0	14181	6	-0.16554
SLC6A14	18	0.066218	0.46728	1.0	5341	6	0.4457	0.0072479	0.032272	0.315268	2192	10	0.4457
SRPX2	18	0.066224	0.46728	1.0	5342	9	-0.22286	0.54189	0.80324	1.0	15341	7	-0.22286
RNF224	18	0.066238	0.46728	1.0	5343	8	-0.12705	0.98936	0.99584	1.0	20319	2	-0.12705
SWSAP1	16	0.066275	0.45239	1.0	5344	7	-0.22958	0.93529	0.97836	1.0	19638	3	-0.22958
PLSCR3	18	0.066282	0.46737	1.0	5345	9	-0.26399	0.78021	0.92882	1.0	18078	4	-0.26399
ADCY8	18	0.066288	0.46737	1.0	5346	7	-0.089793	0.5791	0.82898	1.0	15819	5	-0.089793
hsa-mir-4741	10	0.066334	0.37917	1.0	5347	6	-0.35636	0.99387	0.98912	1.0	20406	0	-0.35636
hsa-mir-6856	11	0.066345	0.39274	1.0	5348	6	-0.29463	0.99604	0.99266	1.0	20463	1	-0.29463
IQCF2	18	0.066363	0.46737	1.0	5349	5	0.66316	0.0039845	0.022289	0.284515	1652	13	0.66316
TBC1D2	17	0.066393	0.45989	1.0	5350	5	0.16559	0.35682	0.64916	1.0	12854	7	0.16559
KRTAP12-3	17	0.066434	0.45989	1.0	5351	9	-0.26554	0.54258	0.80149	1.0	15351	6	-0.26554
PNPLA5	17	0.066557	0.46016	1.0	5352	9	-0.27651	0.67113	0.87497	1.0	16892	5	-0.27651
PGS1	17	0.066574	0.46016	1.0	5353	9	-0.29739	0.77201	0.92095	1.0	17982	4	-0.29739
COL23A1	18	0.066575	0.46747	1.0	5354	8	-0.27834	0.7364	0.91	1.0	17609	4	-0.27834
SLC5A12	18	0.066577	0.46747	1.0	5355	8	-0.058627	0.19481	0.44743	0.98223	9811	5	-0.058627
C17orf99	17	0.066632	0.46028	1.0	5356	8	-0.21445	0.90868	0.9704	1.0	19370	3	-0.21445
KCNK3	18	0.066709	0.46775	1.0	5357	8	-0.18186	0.26111	0.55157	1.0	11256	6	-0.18186
MYF6	18	0.066709	0.46775	1.0	5358	4	0.19688	0.4102	0.70448	1.0	13633	8	0.19688
OR51G2	18	0.066733	0.46775	1.0	5359	5	0.067844	0.257	0.54497	1.0	11173	8	0.067844
hsa-mir-4698	11	0.066735	0.3931	1.0	5360	6	-0.33742	0.14112	0.3377	0.87834	8556	5	-0.33742
hsa-mir-3118-5	3	0.066747	0.20606	1.0	5361	2	-1.1727	0.53885	0.55791	1.0	15293	1	-1.1727
UNC13C	18	0.066805	0.46786	1.0	5362	6	0.0051551	0.28834	0.58315	1.0	11705	6	0.0051551
MARCKSL1	18	0.066809	0.46786	1.0	5363	6	0.3692	0.033457	0.11949	0.580297	4402	11	0.3692
hsa-mir-3714	12	0.066818	0.41142	1.0	5364	5	-0.22522	0.38474	0.64326	1.0	13274	4	-0.22522
LTF	16	0.066826	0.45364	1.0	5365	7	0.10272	0.49595	0.76361	1.0	14778	6	0.10272
STK16	18	0.066939	0.46819	1.0	5366	8	-0.19239	0.021248	0.080012	0.476276	3590	7	-0.19239
NRXN1	18	0.066966	0.46819	1.0	5367	6	0.10628	0.32463	0.62514	1.0	12324	8	0.10628
ADAM22	18	0.066983	0.46829	1.0	5368	8	-0.070794	0.19172	0.44288	0.978214	9744	8	-0.070794
SEPW1	17	0.067048	0.46279	1.0	5369	5	-0.0026128	0.33857	0.63475	1.0	12555	5	-0.0026128
RNF123	17	0.067079	0.46312	1.0	5370	9	-0.25642	0.18597	0.43726	0.974306	9598	3	-0.25642
TCIRG1	18	0.06708	0.46839	1.0	5371	7	-0.0098281	0.49784	0.77536	1.0	14800	5	-0.0098281
PEX14	18	0.067083	0.46839	1.0	5372	8	-0.0055271	0.4459	0.73365	1.0	14110	7	-0.0055271
UBXN11	18	0.067088	0.46856	1.0	5373	5	-0.063407	0.36895	0.66627	1.0	13032	8	-0.063407
NEK5	16	0.067117	0.45384	1.0	5374	6	0.36359	0.14594	0.35273	0.892097	8658	8	0.36359
SFN	15	0.067128	0.44618	1.0	5375	8	-0.25964	0.46743	0.73268	1.0	14394	4	-0.25964
HERC4	17	0.067182	0.46325	1.0	5376	9	-0.21736	0.067171	0.2045	0.72507	6108	5	-0.21736
H2AFZ	16	0.067229	0.45396	1.0	5377	7	-0.10093	0.00084813	0.008969	0.22619	881	6	-0.10093
SEC63	17	0.067249	0.46325	1.0	5378	9	-0.23485	0.53331	0.79466	1.0	15222	6	-0.23485
NDE1	18	0.067259	0.46869	1.0	5379	8	0.1647	0.09925	0.27748	0.820723	7242	8	0.1647
UCN3	18	0.067271	0.46896	1.0	5380	5	0.18675	0.088231	0.24807	0.779175	6875	9	0.18675
CHD2	18	0.067277	0.46896	1.0	5381	8	-0.16294	0.14633	0.37046	0.913088	8672	6	-0.16294
RADIL	18	0.067281	0.46896	1.0	5382	4	-0.020965	0.097973	0.27557	0.818424	7202	6	-0.020965
ZBTB12	17	0.067291	0.46325	1.0	5383	8	-0.12671	0.91505	0.97241	1.0	19424	3	-0.12671
FTMT	18	0.067329	0.46896	1.0	5384	6	-0.0070399	0.38664	0.68076	1.0	13297	8	-0.0070399
HYAL4	18	0.067362	0.46896	1.0	5385	7	-0.1096	0.70137	0.8929	1.0	17214	6	-0.1096
CLDN10	18	0.067412	0.46896	1.0	5386	9	-0.15488	0.33395	0.63462	1.0	12474	8	-0.15488
CACNA1E	17	0.067413	0.46384	1.0	5387	7	-0.14659	0.2005	0.46288	0.998085	9938	7	-0.14659
PIWIL1	17	0.067456	0.46384	1.0	5388	7	-0.021668	0.002913	0.017709	0.261241	1436	6	-0.021668
KIAA1683	17	0.067456	0.46384	1.0	5389	8	-0.31838	0.94089	0.9806	1.0	19693	3	-0.31838
SGPP2	18	0.067511	0.4692	1.0	5390	6	0.30082	0.090873	0.26207	0.807655	6963	10	0.30082
C9orf171	17	0.067535	0.46395	1.0	5391	9	-0.37074	0.39224	0.68244	1.0	13368	5	-0.37074
CTNND2	17	0.06755	0.46395	1.0	5392	3	0.11878	0.34079	0.63679	1.0	12601	8	0.11878
HEMGN	17	0.067598	0.46395	1.0	5393	9	-0.26739	0.26564	0.54993	1.0	11322	6	-0.26739
CXorf40A	15	0.067608	0.44685	1.0	5394	6	0.094712	0.47198	0.73619	1.0	14461	5	0.094712
TSPYL1	18	0.067619	0.46976	1.0	5395	8	-0.10534	0.50689	0.78201	1.0	14910	6	-0.10534
TTBK1	18	0.067655	0.46976	1.0	5396	8	-0.074342	0.080121	0.23062	0.754145	6592	8	-0.074342
hsa-mir-941-1	6	0.067656	0.3043	1.0	5397	4	-0.24915	0.99515	0.98977	1.0	20436	0	-0.24915
PCDHGB6	6	0.067665	0.3043	1.0	5398	3	-0.20356	0.65173	0.74897	1.0	16684	2	-0.20356
PIK3C2G	18	0.067683	0.46976	1.0	5399	4	0.15298	0.2727	0.56683	1.0	11436	8	0.15298
CHAD	18	0.067712	0.46976	1.0	5400	3	0.40254	0.072259	0.21621	0.736071	6309	10	0.40254
GDNF	18	0.067742	0.47002	1.0	5401	9	-0.18505	0.54949	0.8083	1.0	15433	7	-0.18505
IFITM3	18	0.067764	0.47013	1.0	5402	4	0.21439	0.039077	0.13753	0.617767	4758	8	0.21439
RIC8A	18	0.067769	0.47013	1.0	5403	4	0.28428	0.056153	0.18269	0.688853	5659	10	0.28428
NEK2	18	0.067797	0.47013	1.0	5404	9	-0.23396	0.66725	0.87589	1.0	16849	5	-0.23396
APOA1BP	18	0.067812	0.47013	1.0	5405	5	0.32272	0.05714	0.1835	0.689352	5705	10	0.32272
DENND6A	17	0.06787	0.46467	1.0	5406	7	0.28863	0.018629	0.069509	0.444894	3386	8	0.28863
hsa-mir-585	9	0.067918	0.36508	1.0	5407	3	-0.24989	0.99586	0.99249	1.0	20457	0	-0.24989
NEUROG1	18	0.067921	0.47054	1.0	5408	9	-0.22192	0.99454	0.99731	1.0	20420	1	-0.22192
ACTN1	18	0.06793	0.47068	1.0	5409	9	-0.15533	0.84375	0.95095	1.0	18658	5	-0.15533
PCYT2	17	0.067954	0.46478	1.0	5410	8	-0.2228	0.87725	0.96297	1.0	19026	4	-0.2228
PYGB	16	0.067993	0.45579	1.0	5411	7	-0.036835	0.14962	0.36386	0.907216	8752	7	-0.036835
ETV3	18	0.068087	0.47119	1.0	5412	8	-0.21677	0.18638	0.4318	0.966436	9610	5	-0.21677
MID1IP1	18	0.068121	0.47119	1.0	5413	7	-0.023586	0.87914	0.96354	1.0	19053	5	-0.023586
CHCHD10	18	0.068198	0.47304	1.0	5414	9	-0.26061	0.72629	0.90578	1.0	17490	6	-0.26061
OSR1	18	0.068198	0.47304	1.0	5415	6	-0.038164	0.23075	0.50642	1.0	10603	5	-0.038164
PCBP2	17	0.068238	0.46504	1.0	5416	4	0.14906	0.004678	0.023954	0.290906	1779	7	0.14906
PRSS58	18	0.068239	0.47304	1.0	5417	4	0.044041	0.50578	0.78129	1.0	14890	7	0.044041
SAMD10	18	0.068247	0.47304	1.0	5418	7	-0.01601	0.74551	0.91375	1.0	17696	5	-0.01601
SLC1A2	18	0.068251	0.47304	1.0	5419	7	0.101	0.071879	0.21538	0.735463	6290	8	0.101
hsa-mir-4508	12	0.068271	0.41725	1.0	5420	5	0.39976	0.15315	0.36625	0.90904	8832	6	0.39976
ABCB8	18	0.068289	0.47304	1.0	5421	9	-0.097413	0.99011	0.99614	1.0	20333	3	-0.097413
CXCR7	18	0.068344	0.47304	1.0	5422	9	-0.13265	0.12378	0.32548	0.863459	8068	6	-0.13265
CLEC4F	18	0.068344	0.47304	1.0	5423	8	0.028687	0.14779	0.3731	0.915536	8705	6	0.028687
MZT2A	12	0.06836	0.41737	1.0	5424	7	-0.29855	0.49595	0.73316	1.0	14779	5	-0.29855
PLOD1	18	0.068372	0.47304	1.0	5425	9	-0.38708	0.10676	0.28927	0.830473	7481	5	-0.38708
IL12RB1	17	0.068396	0.46613	1.0	5426	8	-0.20276	0.15816	0.38432	0.922593	8953	4	-0.20276
PVRL2	16	0.068425	0.45875	1.0	5427	8	-0.19951	0.095481	0.26331	0.808898	7113	2	-0.19951
PIM1	18	0.068502	0.47482	1.0	5428	7	-0.0016326	0.21132	0.48061	1.0	10183	5	-0.0016326
PHF20	18	0.068507	0.47482	1.0	5429	6	-0.11114	0.36011	0.65892	1.0	12902	8	-0.11114
hsa-mir-4655	12	0.068519	0.41737	1.0	5430	7	-0.19287	0.64546	0.8296	1.0	16626	4	-0.19287
TFR2	17	0.068529	0.46799	1.0	5431	7	-0.16481	0.81311	0.93612	1.0	18356	4	-0.16481
MSTO1	18	0.068538	0.47482	1.0	5432	5	0.58726	0.013777	0.053381	0.389749	2933	11	0.58726
GFRA4	18	0.068554	0.47482	1.0	5433	6	0.057663	0.14024	0.35723	0.897967	8533	7	0.057663
SLC12A5	16	0.068573	0.45887	1.0	5434	5	0.21527	0.21242	0.47106	1.0	10218	8	0.21527
CCDC136	17	0.068597	0.46839	1.0	5435	7	-0.024867	0.91404	0.97214	1.0	19417	3	-0.024867
PACS2	16	0.06862	0.45887	1.0	5436	6	-0.098874	0.78047	0.9202	1.0	18080	4	-0.098874
hsa-mir-5688	10	0.068642	0.38672	1.0	5437	6	-0.30388	0.20117	0.41711	0.952509	9960	3	-0.30388
TSPAN6	18	0.068642	0.47525	1.0	5438	7	-0.13543	0.65672	0.87162	1.0	16739	5	-0.13543
TMEM176A	18	0.068662	0.47536	1.0	5439	7	0.408	0.058763	0.18691	0.693707	5766	9	0.408
C12orf52	18	0.068681	0.47536	1.0	5440	3	0.26796	0.075526	0.22365	0.74826	6422	10	0.26796
C17orf50	18	0.068697	0.47536	1.0	5441	7	-0.15967	0.31526	0.61389	1.0	12176	6	-0.15967
PCDHB11	18	0.068732	0.47536	1.0	5442	5	0.22209	0.17262	0.41074	0.948061	9299	9	0.22209
FAM110B	18	0.068773	0.47565	1.0	5443	8	-0.087211	0.73443	0.90951	1.0	17586	4	-0.087211
TRAPPC6A	18	0.068794	0.47565	1.0	5444	8	-0.12507	0.72265	0.9039	1.0	17452	6	-0.12507
ANP32B	17	0.068838	0.47024	1.0	5445	7	-0.12147	0.22164	0.48853	1.0	10407	5	-0.12147
TRAPPC11	18	0.068858	0.47579	1.0	5446	5	0.17482	0.048582	0.16489	0.664573	5276	9	0.17482
SLC26A6	18	0.068881	0.47579	1.0	5447	9	-0.20951	0.93755	0.98098	1.0	19656	4	-0.20951
B4GALT1	18	0.068899	0.47591	1.0	5448	7	0.11001	0.28474	0.57813	1.0	11648	5	0.11001
RPH3AL	17	0.068944	0.47063	1.0	5449	9	-0.16674	0.73897	0.90883	1.0	17623	3	-0.16674
AGPAT6	18	0.06897	0.476	1.0	5450	7	-0.07287	0.47297	0.75627	1.0	14475	6	-0.07287
FREM2	18	0.068984	0.476	1.0	5451	6	0.25656	0.18532	0.42913	0.963866	9581	9	0.25656
EIF4E3	18	0.068993	0.476	1.0	5452	8	-0.20612	0.47962	0.76228	1.0	14570	6	-0.20612
SLC25A52	18	0.068994	0.476	1.0	5453	6	0.1165	0.50777	0.78288	1.0	14919	6	0.1165
LDHB	18	0.069024	0.476	1.0	5454	7	-0.012902	0.34606	0.64508	1.0	12691	5	-0.012902
CDC42EP4	18	0.069042	0.476	1.0	5455	7	0.19518	0.0095005	0.040471	0.349955	2481	8	0.19518
THNSL1	18	0.069051	0.476	1.0	5456	7	0.1297	0.57891	0.82898	1.0	15816	6	0.1297
ARHGAP35	18	0.069068	0.476	1.0	5457	4	0.59098	0.0048102	0.02533	0.293392	1799	11	0.59098
SNN	16	0.069148	0.46154	1.0	5458	6	0.015838	0.072804	0.20925	0.728418	6323	5	0.015838
hsa-mir-4696	12	0.06919	0.42006	1.0	5459	3	0.32584	0.13472	0.3248	0.863409	8401	7	0.32584
CCDC91	17	0.069191	0.4718	1.0	5460	5	0.073889	0.32794	0.62279	1.0	12382	8	0.073889
POMGNT2	15	0.069233	0.4532	1.0	5461	8	-0.22285	0.69693	0.87819	1.0	17161	4	-0.22285
hsa-mir-4470	12	0.069237	0.42006	1.0	5462	7	-0.33843	0.45997	0.70588	1.0	14287	4	-0.33843
REPS1	17	0.06928	0.4718	1.0	5463	8	-0.041448	0.066569	0.20303	0.722177	6081	7	-0.041448
CGA	17	0.069282	0.4718	1.0	5464	7	0.165	0.19238	0.449	0.983185	9759	8	0.165
TNRC18	15	0.069298	0.4532	1.0	5465	8	-0.1823	0.70116	0.88018	1.0	17210	5	-0.1823
NPTX2	18	0.069308	0.47785	1.0	5466	6	-0.06694	0.57767	0.82751	1.0	15800	6	-0.06694
APRT	18	0.069366	0.47795	1.0	5467	8	-0.12462	0.34852	0.64789	1.0	12735	6	-0.12462
TIMP2	18	0.06943	0.47795	1.0	5468	6	-0.0087768	0.43406	0.7242	1.0	13962	7	-0.0087768
SMG7	18	0.069509	0.47889	1.0	5469	9	-0.23406	0.14314	0.36243	0.904938	8590	7	-0.23406
RBMS2	18	0.069512	0.47889	1.0	5470	8	-0.16257	0.0013082	0.011805	0.231582	1045	6	-0.16257
CLCNKA	18	0.069541	0.47889	1.0	5471	5	0.10493	0.55547	0.81223	1.0	15516	7	0.10493
hsa-mir-598	12	0.069572	0.42076	1.0	5472	7	-0.23592	0.64903	0.83088	1.0	16653	2	-0.23592
LRRK1	16	0.069587	0.46388	1.0	5473	6	-0.13835	0.26914	0.55412	1.0	11379	5	-0.13835
DNLZ	18	0.069597	0.47889	1.0	5474	7	-0.11886	0.50616	0.7815	1.0	14895	6	-0.11886
PIR	18	0.069605	0.479	1.0	5475	7	-0.11162	0.10627	0.28776	0.829205	7459	5	-0.11162
MAPKAP1	17	0.069618	0.47267	1.0	5476	7	-0.1081	0.54591	0.80463	1.0	15384	7	-0.1081
COPS8	18	0.069675	0.479	1.0	5477	8	-0.0017136	0.21492	0.48906	1.0	10287	7	-0.0017136
HSPBP1	17	0.069676	0.47279	1.0	5478	9	-0.26158	0.55392	0.80994	1.0	15491	3	-0.26158
VSX2	16	0.069696	0.46586	1.0	5479	7	-0.1065	0.097028	0.26614	0.812233	7171	5	-0.1065
HELQ	16	0.069724	0.46586	1.0	5480	6	0.33361	0.0050171	0.024364	0.292935	1847	9	0.33361
PTPRB	18	0.069756	0.47928	1.0	5481	4	0.096707	0.15894	0.38564	0.923691	8964	7	0.096707
OR4X2	18	0.069871	0.47928	1.0	5482	2	0.3487	0.11458	0.30519	0.844887	7768	9	0.3487
hsa-mir-4450	11	0.069918	0.40398	1.0	5483	6	-0.28932	0.91052	0.95245	1.0	19385	2	-0.28932
FBN1	18	0.069934	0.4795	1.0	5484	5	0.36885	0.022902	0.083379	0.484005	3721	9	0.36885
PANX3	18	0.069963	0.47951	1.0	5485	9	-0.16308	0.59002	0.83705	1.0	15954	6	-0.16308
MBNL2	18	0.07004	0.47994	1.0	5486	8	-0.15611	0.0054187	0.027099	0.298418	1908	6	-0.15611
TAS2R14	18	0.070044	0.48003	1.0	5487	8	-0.033646	0.31747	0.6173	1.0	12214	5	-0.033646
YAP1	18	0.070048	0.48012	1.0	5488	7	-0.037937	0.18413	0.42617	0.960044	9561	8	-0.037937
C6orf47	18	0.070057	0.48012	1.0	5489	7	-0.15673	0.74599	0.91375	1.0	17703	6	-0.15673
CECR1	18	0.070076	0.48012	1.0	5490	7	-0.058797	0.092311	0.26642	0.812358	7016	7	-0.058797
MRPL12	18	0.070099	0.48013	1.0	5491	9	-0.18375	0.58284	0.83047	1.0	15858	5	-0.18375
ANKRD32	17	0.070122	0.47464	1.0	5492	9	-0.54828	0.61563	0.84216	1.0	16288	3	-0.54828
TNNT1	18	0.070135	0.48023	1.0	5493	8	-0.13469	0.83353	0.94675	1.0	18546	4	-0.13469
CRB2	17	0.070141	0.47464	1.0	5494	9	-0.19445	0.87047	0.96011	1.0	18950	3	-0.19445
MTSS1L	18	0.070152	0.48023	1.0	5495	8	-0.0096958	0.33089	0.63104	1.0	12432	8	-0.0096958
EPB42	18	0.070154	0.48023	1.0	5496	8	-0.11756	0.70219	0.89319	1.0	17222	6	-0.11756
TBL3	18	0.070175	0.48023	1.0	5497	4	0.1684	0.23069	0.50642	1.0	10600	7	0.1684
ARMC8	17	0.070178	0.47464	1.0	5498	7	-0.14298	0.21827	0.48305	1.0	10340	5	-0.14298
CALN1	18	0.070203	0.48063	1.0	5499	8	-0.08474	0.21503	0.48919	1.0	10288	7	-0.08474
hsa-mir-6723	12	0.070209	0.42307	1.0	5500	4	0.17143	0.44982	0.69992	1.0	14158	5	0.17143
MYOZ2	18	0.070232	0.48063	1.0	5501	8	-0.071127	0.18084	0.42081	0.954767	9498	8	-0.071127
ARFGAP1	18	0.07029	0.48063	1.0	5502	7	-0.20425	0.49048	0.76936	1.0	14714	5	-0.20425
LDHAL6B	18	0.07032	0.48063	1.0	5503	5	0.20436	0.22601	0.50088	1.0	10506	9	0.20436
MARCH4	18	0.07034	0.48063	1.0	5504	6	0.11447	0.23624	0.51161	1.0	10719	9	0.11447
SLIT3	16	0.070358	0.47039	1.0	5505	6	-0.12354	0.99751	0.99783	1.0	20510	1	-0.12354
SGSM2	18	0.070368	0.48074	1.0	5506	6	0.37988	0.0060777	0.029108	0.304668	2026	9	0.37988
AMBP	18	0.070378	0.48074	1.0	5507	7	-0.070168	0.35186	0.64966	1.0	12788	7	-0.070168
KCNA6	18	0.070385	0.48074	1.0	5508	6	-0.11767	0.74152	0.91219	1.0	17659	5	-0.11767
CYB5D2	18	0.070404	0.48074	1.0	5509	7	0.0062208	0.52917	0.79489	1.0	15168	7	0.0062208
hsa-mir-3132	12	0.070434	0.42356	1.0	5510	6	-0.34555	0.24417	0.48947	1.0	10901	5	-0.34555
TMEM216	17	0.070461	0.47544	1.0	5511	7	0.080892	0.20025	0.46263	0.998085	9930	8	0.080892
NAGS	18	0.070464	0.48123	1.0	5512	5	0.26446	0.048384	0.16451	0.664488	5263	9	0.26446
ETS1	18	0.070473	0.48123	1.0	5513	9	-0.12708	0.85664	0.95508	1.0	18788	3	-0.12708
SH3BP5L	17	0.07051	0.47584	1.0	5514	7	0.063676	0.54391	0.80241	1.0	15364	5	0.063676
NEK10	17	0.070511	0.47584	1.0	5515	5	0.21908	7.1259e-05	0.00036409	0.026063	309	9	0.21908
C14orf93	18	0.070512	0.48154	1.0	5516	6	0.07186	0.53121	0.79602	1.0	15197	7	0.07186
DCLK2	18	0.070534	0.48154	1.0	5517	7	0.019451	0.74585	0.91375	1.0	17702	2	0.019451
LCE3D	12	0.070545	0.42397	1.0	5518	3	0.047482	0.13993	0.3408	0.88288	8526	5	0.047482
HIST1H2AB	18	0.070556	0.48154	1.0	5519	9	-0.18089	0.99043	0.99628	1.0	20342	1	-0.18089
LSM4	18	0.07056	0.48154	1.0	5520	7	0.011695	0.39523	0.69087	1.0	13404	5	0.011695
ITGB3	18	0.070565	0.48154	1.0	5521	8	-0.047306	0.82377	0.94419	1.0	18453	4	-0.047306
AGTRAP	17	0.070619	0.47584	1.0	5522	7	0.015977	0.29549	0.58645	1.0	11820	8	0.015977
UBE2V2	18	0.070635	0.48154	1.0	5523	8	-0.0075819	0.636	0.86181	1.0	16523	5	-0.0075819
BCOR	18	0.070639	0.48154	1.0	5524	7	-0.17107	0.23225	0.50807	1.0	10638	2	-0.17107
BRICD5	18	0.070653	0.48154	1.0	5525	9	-0.10643	0.50098	0.7783	1.0	14834	7	-0.10643
SEPT10	18	0.0707	0.48167	1.0	5526	7	-0.16663	0.024975	0.095164	0.525147	3857	8	-0.16663
