sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_59690_r0	hsa-mir-421	72062	62490	72062	62490	-0.2056	4.5806e+07	1.7149e+07	2.3113	0.010409	0.98959	0.020818	0.07252	False
HGLibB_57608_r1	NonTargetingControlGuideForHuman_0580	1.3367e+05	1.1853e+05	1.3367e+05	1.1853e+05	-0.17335	1.1452e+08	4.298e+07	2.3085	0.010486	0.98951	0.020972	0.072943	False
HGLibB_48200_r2	TAF8	20481	24233	20481	24233	0.24268	7.0395e+06	2.6446e+06	2.3073	0.98948	0.010519	0.021038	0.072992	True
HGLibA_32028_r2	NKX1-2	53512	61169	53512	61169	0.19295	2.9321e+07	1.1018e+07	2.3071	0.98947	0.010526	0.021052	0.072992	True
HGLibB_24642_r0	KIAA1009	51221	43819	51221	43819	-0.22518	2.7396e+07	1.0324e+07	2.3037	0.010619	0.98938	0.021237	0.073521	False
HGLibB_28589_r2	MCMBP	67906	58793	67906	58793	-0.20791	4.153e+07	1.57e+07	2.3001	0.010721	0.98928	0.021442	0.074115	False
HGLibB_36745_r0	PKD1L1	25661	21247	25661	21247	-0.27233	9.7428e+06	3.6965e+06	2.2959	0.01084	0.98916	0.021679	0.074818	False
HGLibA_38591_r0	PRKRIR	29195	24341	29195	24341	-0.26228	1.1777e+07	4.4775e+06	2.2936	0.010907	0.98909	0.021814	0.075115	False
HGLibB_15936_r2	FAHD2A	83505	94099	83505	94099	0.17232	5.6117e+07	2.1351e+07	2.2927	0.98907	0.010932	0.021864	0.075115	True
HGLibB_05536_r1	C17orf50	54339	46641	54339	46641	-0.22036	2.9624e+07	1.1272e+07	2.2927	0.010933	0.98907	0.021866	0.075115	False
HGLibB_23141_r0	IL4R	70775	61414	70775	61414	-0.20466	4.3812e+07	1.6696e+07	2.2909	0.010985	0.98902	0.021969	0.075352	False
HGLibB_53739_r2	VPS52	1.4627e+05	1.6225e+05	1.4627e+05	1.6225e+05	0.14961	1.2772e+08	4.9141e+07	2.2799	0.98869	0.011307	0.022613	0.077442	True
HGLibA_45728_r0	SMIM13	1.4002e+05	1.5547e+05	1.4002e+05	1.5547e+05	0.15099	1.1933e+08	4.6051e+07	2.2765	0.98859	0.011408	0.022815	0.078013	True
HGLibA_49866_r0	TMEM108	1.6032e+05	1.4327e+05	1.6032e+05	1.4327e+05	-0.16219	1.453e+08	5.6324e+07	2.2714	0.011561	0.98844	0.023121	0.078938	False
HGLibB_21112_r1	HEPACAM2	26755	31254	26755	31254	0.22424	1.0122e+07	3.933e+06	2.2688	0.98836	0.011641	0.023282	0.079366	True
HGLibA_47843_r0	SUSD1	1.2733e+05	1.4166e+05	1.2733e+05	1.4166e+05	0.15388	1.027e+08	3.9984e+07	2.2665	0.98829	0.011709	0.023419	0.079709	True
HGLibA_23228_r0	IMMP1L	11953	14420	11953	14420	0.27078	3.0453e+06	1.1889e+06	2.2634	0.98819	0.011806	0.023611	0.080243	True
HGLibB_19543_r1	GNPNAT1	74442	64854	74442	64854	-0.19891	4.5962e+07	1.7998e+07	2.26	0.011912	0.98809	0.023824	0.080789	False
HGLibA_60724_r2	hsa-mir-4654	1.3367e+05	1.4848e+05	1.3367e+05	1.4848e+05	0.15163	1.0972e+08	4.2979e+07	2.2596	0.98808	0.011922	0.023845	0.080789	True
HGLibA_02179_r0	ANO4	5849.5	7298.2	5849.5	7298.2	0.31918	1.0493e+06	4.12e+05	2.257	0.98799	0.012005	0.024011	0.081228	True
HGLibA_26299_r0	LENG8	35991	41561	35991	41561	0.20756	1.5509e+07	6.1106e+06	2.253	0.98787	0.012129	0.024259	0.081942	True
HGLibA_29931_r0	MRPL22	1013.4	1409.2	1013.4	1409.2	0.4752	78308	30881	2.252	0.98784	0.01216	0.024321	0.082027	True
HGLibA_41387_r0	RNASE1	1.514e+05	1.3521e+05	1.514e+05	1.3521e+05	-0.16309	1.3094e+08	5.1727e+07	2.25	0.012223	0.98778	0.024446	0.082324	False
HGLibA_48259_r1	TAF8	24016	19903	24016	19903	-0.27104	8.4608e+06	3.3501e+06	2.2474	0.012306	0.98769	0.024612	0.082758	False
HGLibA_05540_r0	C17orf50	1.7591e+05	1.9397e+05	1.7591e+05	1.9397e+05	0.14104	1.6317e+08	6.4662e+07	2.2465	0.98767	0.012335	0.024669	0.082827	True
HGLibA_53807_r0	VPS52	2101	2776.7	2101	2776.7	0.40213	2.2829e+05	90534	2.2457	0.98764	0.012361	0.024722	0.082877	True
HGLibB_57402_r0	NonTargetingControlGuideForHuman_0374	1.0932e+05	1.2199e+05	1.0932e+05	1.2199e+05	0.15824	8.0305e+07	3.187e+07	2.2449	0.98761	0.012388	0.024776	0.082934	True
HGLibA_27620_r0	LUC7L	13312	15959	13312	15959	0.26162	3.5032e+06	1.395e+06	2.2411	0.98749	0.01251	0.02502	0.08353	True
HGLibB_23554_r2	IRF3	1.3253e+05	1.1794e+05	1.3253e+05	1.1794e+05	-0.16834	1.0653e+08	4.2439e+07	2.2406	0.012526	0.98747	0.025052	0.08353	False
HGLibA_47464_r0	STK17B	30636	25723	30636	25723	-0.25218	1.2071e+07	4.8099e+06	2.2404	0.012533	0.98747	0.025067	0.08353	False
HGLibB_40676_r2	RD3L	79306	89254	79306	89254	0.17049	4.9485e+07	1.9774e+07	2.2372	0.98736	0.012637	0.025274	0.084072	True
HGLibB_57859_r2	NonTargetingControlGuideForHuman_0831	1.5147e+05	1.6756e+05	1.5147e+05	1.6756e+05	0.14567	1.2949e+08	5.1764e+07	2.2367	0.98735	0.012652	0.025305	0.084072	True
HGLibB_30682_r1	MYH3	75988	66385	75988	66385	-0.19491	4.6107e+07	1.8557e+07	2.2292	0.012901	0.9871	0.025802	0.085596	False
HGLibB_57347_r0	NonTargetingControlGuideForHuman_0319	1.3564e+05	1.2087e+05	1.3564e+05	1.2087e+05	-0.16624	1.0897e+08	4.3925e+07	2.2275	0.012957	0.98704	0.025915	0.085843	False
HGLibA_40727_r1	RD3L	75381	84908	75381	84908	0.17171	4.5391e+07	1.8337e+07	2.225	0.98696	0.013039	0.026079	0.086258	True
HGLibA_02316_r2	AP2S1	1.0325e+05	1.1526e+05	1.0325e+05	1.1526e+05	0.15885	7.2209e+07	2.9273e+07	2.2212	0.98683	0.01317	0.026341	0.086994	True
HGLibB_01952_r2	ANKFN1	61796	69993	61796	69993	0.1797	3.3599e+07	1.3646e+07	2.2191	0.98676	0.013241	0.026482	0.087331	True
HGLibB_19563_r1	GNS	41816	35687	41816	35687	-0.22864	1.8781e+07	7.6365e+06	2.2178	0.013283	0.98672	0.026567	0.087482	False
HGLibB_13711_r0	DOCK1	279.94	431.55	279.94	431.55	0.6226	11493	4678.6	2.2165	0.98667	0.013329	0.026658	0.087654	True
HGLibB_51197_r1	TRAF5	25259	29465	25259	29465	0.22221	8.8465e+06	3.6109e+06	2.2136	0.98657	0.013429	0.026858	0.088083	True
HGLibB_40867_r0	RFESD	58971	51078	58971	51078	-0.2073	3.1149e+07	1.2729e+07	2.2122	0.013475	0.98653	0.02695	0.088083	False
HGLibA_40727_r2	RD3L	47612	54344	47612	54344	0.1908	2.2662e+07	9.2615e+06	2.2122	0.98652	0.013476	0.026953	0.088083	True
HGLibA_48301_r1	TANGO6	30110	25320	30110	25320	-0.24992	1.1469e+07	4.6875e+06	2.2121	0.013479	0.98652	0.026959	0.088083	False
HGLibB_15761_r0	EXOSC5	1.157e+05	1.2872e+05	1.157e+05	1.2872e+05	0.15389	8.4805e+07	3.4673e+07	2.2117	0.98651	0.013493	0.026987	0.088083	True
HGLibA_42705_r2	SAMHD1	93660	1.0475e+05	93660	1.0475e+05	0.16147	6.1516e+07	2.5324e+07	2.2042	0.98624	0.013756	0.027513	0.089554	True
HGLibB_33040_r2	NUPL2	22080	18290	22080	18290	-0.27168	7.1826e+06	2.957e+06	2.2041	0.013759	0.98624	0.027518	0.089554	False
HGLibB_04949_r0	BTK	47204	53860	47204	53860	0.1903	2.215e+07	9.1439e+06	2.2011	0.98614	0.013865	0.027729	0.089997	True
HGLibA_54710_r0	YPEL2	2.0812e+05	1.8807e+05	2.0812e+05	1.8807e+05	-0.1462	2.0115e+08	8.3043e+07	2.201	0.013868	0.98613	0.027735	0.089997	False
HGLibB_05536_r0	C17orf50	49733	42817	49733	42817	-0.216	2.3913e+07	9.8812e+06	2.2	0.013903	0.9861	0.027806	0.09002	False
HGLibB_07340_r1	CAST	37369	31777	37369	31777	-0.23384	1.5633e+07	6.4614e+06	2.1998	0.013911	0.98609	0.027823	0.09002	False
HGLibB_14752_r0	EIF3D	62411	54228	62411	54228	-0.20275	3.3478e+07	1.3849e+07	2.1988	0.013945	0.98605	0.02789	0.090107	False
HGLibA_19650_r2	GOLGB1	72821	81980	72821	81980	0.17092	4.1945e+07	1.7419e+07	2.1946	0.9859	0.014098	0.028195	0.090829	True
HGLibA_24676_r1	KIAA1009	18668	21999	18668	21999	0.23689	5.5493e+06	2.3045e+06	2.1946	0.9859	0.014098	0.028195	0.090829	True
HGLibA_18082_r1	FSD2	62310	70464	62310	70464	0.17741	3.3241e+07	1.3815e+07	2.1937	0.98587	0.01413	0.02826	0.090905	True
HGLibA_36588_r2	PIGT	42616	36477	42616	36477	-0.22438	1.884e+07	7.8546e+06	2.1902	0.014254	0.98575	0.028507	0.091569	False
HGLibB_57721_r1	NonTargetingControlGuideForHuman_0693	1.0442e+05	92506	1.0442e+05	92506	-0.17484	7.1021e+07	2.9771e+07	2.1843	0.01447	0.98553	0.02894	0.092824	False
HGLibA_27620_r1	LUC7L	97372	86090	97372	86090	-0.17766	6.3642e+07	2.6831e+07	2.1781	0.014701	0.9853	0.029401	0.094076	False
HGLibB_12469_r1	DCDC2	60986	68952	60986	68952	0.17713	3.1735e+07	1.3381e+07	2.1779	0.98529	0.014707	0.029415	0.094076	True
HGLibB_57812_r1	NonTargetingControlGuideForHuman_0784	55418	48032	55418	48032	-0.20635	2.7276e+07	1.1606e+07	2.168	0.015079	0.98492	0.030158	0.096314	False
HGLibB_57859_r1	NonTargetingControlGuideForHuman_0831	1.3036e+05	1.443e+05	1.3036e+05	1.443e+05	0.14655	9.7138e+07	4.1407e+07	2.1661	0.98485	0.015153	0.030305	0.096647	True
HGLibB_19563_r0	GNS	28566	24071	28566	24071	-0.24699	1.0102e+07	4.3349e+06	2.1589	0.01543	0.98457	0.030861	0.098278	False
HGLibB_12469_r2	DCDC2	51295	58237	51295	58237	0.18312	2.4096e+07	1.0346e+07	2.1582	0.98455	0.015454	0.030909	0.098289	True
HGLibB_57403_r2	NonTargetingControlGuideForHuman_0375	1.0607e+05	1.1796e+05	1.0607e+05	1.1796e+05	0.15328	7.0678e+07	3.047e+07	2.1539	0.98438	0.015625	0.031249	0.099232	True
HGLibA_52101_r0	TTC3	69581	78268	69581	78268	0.16972	3.7729e+07	1.6279e+07	2.153	0.98434	0.015661	0.031321	0.099318	True
HGLibA_48882_r0	TDG	68600	77176	68600	77176	0.16994	3.6771e+07	1.5939e+07	2.148	0.98414	0.015856	0.031711	0.10041	True
HGLibB_57132_r2	NonTargetingControlGuideForHuman_0104	1.5848e+05	1.7445e+05	1.5848e+05	1.7445e+05	0.13849	1.2748e+08	5.5369e+07	2.1458	0.98406	0.015943	0.031886	0.10082	True
HGLibB_57816_r1	NonTargetingControlGuideForHuman_0788	50481	57282	50481	57282	0.18234	2.3127e+07	1.0103e+07	2.1397	0.98381	0.016191	0.032382	0.1021	True
HGLibA_32028_r0	NKX1-2	55782	63106	55782	63106	0.17796	2.6817e+07	1.172e+07	2.1393	0.98379	0.016207	0.032415	0.1021	True
HGLibB_20348_r0	GRPR	1.2775e+05	1.1419e+05	1.2775e+05	1.1419e+05	-0.16188	9.1923e+07	4.0179e+07	2.1391	0.016215	0.98379	0.032429	0.1021	False
HGLibA_29068_r1	MFN1	53557	46466	53557	46466	-0.20487	2.5136e+07	1.1031e+07	2.1348	0.016391	0.98361	0.032781	0.10307	False
HGLibA_13261_r1	DIRAS3	63588	71613	63588	71613	0.17147	3.2204e+07	1.4239e+07	2.1268	0.98328	0.016718	0.033435	0.10497	True
HGLibA_47891_r1	SVOP	23693	19841	23693	19841	-0.25595	7.4183e+06	3.2834e+06	2.1257	0.016764	0.98324	0.033527	0.10512	False
HGLibB_19216_r2	GLE1	24336	20423	24336	20423	-0.25286	7.6544e+06	3.4166e+06	2.1168	0.01714	0.98286	0.03428	0.10732	False
HGLibB_23141_r2	IL4R	61553	69336	61553	69336	0.17177	3.0286e+07	1.3567e+07	2.113	0.9827	0.017301	0.034602	0.10816	True
HGLibA_49196_r1	TFRC	26619	30792	26619	30792	0.21011	8.7086e+06	3.9033e+06	2.1124	0.98267	0.017327	0.034654	0.10816	True
HGLibB_57989_r2	NonTargetingControlGuideForHuman_0961	25706	21641	25706	21641	-0.24838	8.2653e+06	3.7063e+06	2.1119	0.017347	0.98265	0.034693	0.10816	False
HGLibA_60724_r1	hsa-mir-4654	73523	82392	73523	82392	0.1643	3.9326e+07	1.7669e+07	2.1099	0.98256	0.017436	0.034871	0.10856	True
HGLibB_16636_r2	FAM63A	1.3327e+05	1.4705e+05	1.3327e+05	1.4705e+05	0.14204	9.5059e+07	4.2788e+07	2.1079	0.98248	0.01752	0.03504	0.10882	True
HGLibA_19572_r2	GNPNAT1	49872	56511	49872	56511	0.18031	2.2041e+07	9.9223e+06	2.1078	0.98247	0.017525	0.03505	0.10882	True
HGLibA_54436_r1	WTIP	54531	61617	54531	61617	0.17625	2.5107e+07	1.1331e+07	2.1051	0.98236	0.01764	0.035281	0.10938	True
HGLibB_04949_r1	BTK	51342	58114	51342	58114	0.17873	2.2927e+07	1.036e+07	2.1038	0.9823	0.017697	0.035395	0.10958	True
HGLibA_27615_r1	LTN1	84231	74457	84231	74457	-0.17793	4.776e+07	2.1628e+07	2.1016	0.017795	0.9822	0.03559	0.11003	False
HGLibA_31080_r1	NAIP	72796	81546	72796	81546	0.16377	3.8288e+07	1.741e+07	2.0972	0.98201	0.017986	0.035971	0.11106	True
HGLibA_30453_r2	MTOR	32404	37192	32404	37192	0.19881	1.1462e+07	5.2278e+06	2.094	0.98187	0.018129	0.036257	0.11178	True
HGLibB_11562_r1	CTAGE4	23926	27746	23926	27746	0.21372	7.2978e+06	3.3314e+06	2.0931	0.98183	0.018168	0.036336	0.11187	True
HGLibB_43567_r2	SESN1	21795	18236	21795	18236	-0.25725	6.336e+06	2.9005e+06	2.0902	0.0183	0.9817	0.0366	0.11253	False
HGLibA_39154_r0	PSMD11	1.1124e+05	99296	1.1124e+05	99296	-0.1639	7.1362e+07	3.2707e+07	2.0889	0.018356	0.98164	0.036713	0.11266	False
HGLibA_23099_r1	IL23R	54618	47580	54618	47580	-0.19901	2.4766e+07	1.1358e+07	2.0883	0.018386	0.98161	0.036773	0.11266	False
HGLibB_34510_r2	OR8U1	39588	45129	39588	45129	0.18896	1.5347e+07	7.0398e+06	2.088	0.9816	0.018397	0.036794	0.11266	True
HGLibB_31557_r1	NEDD1	21753	25303	21753	25303	0.21804	6.2988e+06	2.8922e+06	2.087	0.98156	0.018443	0.036885	0.11278	True
HGLibB_19620_r2	GOLGB1	50485	43856	50485	43856	-0.20309	2.1974e+07	1.0104e+07	2.0855	0.01851	0.98149	0.037021	0.11304	False
HGLibB_40006_r0	RAD17	2855	2072.1	2855	2072.1	-0.46218	3.0644e+05	1.4246e+05	2.0742	0.019032	0.98097	0.038064	0.11605	False
HGLibB_40682_r2	RDH11	59439	66881	59439	66881	0.17019	2.7692e+07	1.288e+07	2.0737	0.98095	0.019055	0.03811	0.11605	True
HGLibB_08223_r2	CD109	44523	38524	44523	38524	-0.2088	1.7996e+07	8.3827e+06	2.0721	0.019128	0.98087	0.038256	0.11634	False
HGLibB_54642_r2	YPEL2	81505	90905	81505	90905	0.15747	4.418e+07	2.0595e+07	2.0713	0.98084	0.019164	0.038328	0.1164	True
HGLibB_28589_r1	MCMBP	1.0794e+05	96391	1.0794e+05	96391	-0.16324	6.6676e+07	3.1273e+07	2.065	0.019463	0.98054	0.038926	0.11789	False
HGLibB_31984_r2	NKX1-2	62885	70610	62885	70610	0.16716	2.9842e+07	1.4005e+07	2.0643	0.98051	0.019493	0.038987	0.11789	True
HGLibA_52143_r2	TTC40	41687	47378	41687	47378	0.18461	1.6192e+07	7.6016e+06	2.064	0.98049	0.019508	0.039016	0.11789	True
HGLibB_25142_r0	KLHL3	53021	59824	53021	59824	0.17418	2.3145e+07	1.0868e+07	2.0638	0.98048	0.019516	0.039032	0.11789	True
HGLibA_61075_r1	hsa-mir-4744	65082	57162	65082	57162	-0.1872	3.1365e+07	1.4739e+07	2.063	0.019556	0.98044	0.039112	0.11797	False
HGLibA_39971_r0	RAB6A	1.2944e+05	1.1625e+05	1.2944e+05	1.1625e+05	-0.15513	8.7069e+07	4.0974e+07	2.0615	0.019626	0.98037	0.039251	0.11823	False
HGLibA_21457_r1	HIST1H3A	62908	70603	62908	70603	0.16648	2.9606e+07	1.4013e+07	2.0556	0.98009	0.01991	0.039821	0.11978	True
HGLibA_43599_r1	SERPINI1	1.1402e+05	1.0206e+05	1.1402e+05	1.0206e+05	-0.15996	7.1602e+07	3.3931e+07	2.0544	0.01997	0.98003	0.03994	0.11998	False
HGLibB_04783_r0	BRD8	1.1003e+05	98385	1.1003e+05	98385	-0.16142	6.7835e+07	3.218e+07	2.0533	0.020022	0.97998	0.040044	0.12013	False
HGLibB_57460_r0	NonTargetingControlGuideForHuman_0432	73749	82395	73749	82395	0.15993	3.7374e+07	1.775e+07	2.0521	0.97992	0.020079	0.040158	0.12017	True
HGLibB_39104_r1	PSMD11	1.4453e+05	1.5879e+05	1.4453e+05	1.5879e+05	0.13573	1.0164e+08	4.8276e+07	2.052	0.97992	0.020083	0.040165	0.12017	True
HGLibA_04287_r2	BCL10	56213	63267	56213	63267	0.17055	2.4882e+07	1.1854e+07	2.0489	0.97976	0.020237	0.040474	0.12093	True
HGLibA_25572_r0	KRT86	4528.8	5615.9	4528.8	5615.9	0.31034	5.9094e+05	2.8201e+05	2.0472	0.97968	0.02032	0.040639	0.12126	True
HGLibB_57988_r2	NonTargetingControlGuideForHuman_0960	1.3618e+05	1.2258e+05	1.3618e+05	1.2258e+05	-0.15179	9.2481e+07	4.4185e+07	2.046	0.020379	0.97962	0.040758	0.12146	False
HGLibA_06959_r0	CACYBP	18187	21223	18187	21223	0.22271	4.609e+06	2.2169e+06	2.0391	0.97928	0.020719	0.041439	0.12325	True
HGLibB_57496_r2	NonTargetingControlGuideForHuman_0468	52921	59633	52921	59633	0.17226	2.2524e+07	1.0837e+07	2.0388	0.97927	0.020735	0.04147	0.12325	True
HGLibA_01654_r1	ALKBH4	83894	93332	83894	93332	0.1538	4.4537e+07	2.1499e+07	2.0355	0.9791	0.020902	0.041804	0.12407	True
HGLibA_16360_r0	FAM192A	2.1358e+05	2.3247e+05	2.1358e+05	2.3247e+05	0.12228	1.7847e+08	8.6302e+07	2.0337	0.97901	0.020991	0.041983	0.12412	True
HGLibA_60724_r0	hsa-mir-4654	1.0162e+05	1.1249e+05	1.0162e+05	1.1249e+05	0.14666	5.9117e+07	2.8588e+07	2.0337	0.97901	0.020993	0.041986	0.12412	True
HGLibB_41045_r2	RGS5	72203	80636	72203	80636	0.15937	3.5559e+07	1.7199e+07	2.0334	0.979	0.021004	0.042007	0.12412	True
HGLibB_57407_r2	NonTargetingControlGuideForHuman_0379	1.2889e+05	1.1592e+05	1.2889e+05	1.1592e+05	-0.15304	8.4147e+07	4.0715e+07	2.0331	0.021022	0.97898	0.042044	0.12412	False
HGLibA_25572_r2	KRT86	24409	28174	24409	28174	0.20693	7.0865e+06	3.4318e+06	2.0322	0.97893	0.021066	0.042133	0.12422	True
HGLibA_26301_r2	LENG8	47922	54127	47922	54127	0.17566	1.9251e+07	9.3513e+06	2.0291	0.97878	0.021223	0.042445	0.12498	True
HGLibB_23141_r1	IL4R	57810	64940	57810	64940	0.16778	2.5418e+07	1.2359e+07	2.0281	0.97873	0.021273	0.042547	0.12511	True
HGLibB_57466_r1	NonTargetingControlGuideForHuman_0438	84163	74771	84163	74771	-0.17072	4.4111e+07	2.1602e+07	2.0209	0.021646	0.97835	0.043291	0.12713	False
HGLibB_57446_r2	NonTargetingControlGuideForHuman_0418	52011	58570	52011	58570	0.17134	2.151e+07	1.0562e+07	2.0182	0.97822	0.021784	0.043567	0.12777	True
HGLibA_62427_r0	hsa-mir-582	33149	28460	33149	28460	-0.22001	1.0992e+07	5.4075e+06	2.0163	0.021885	0.97812	0.043769	0.12812	False
HGLibA_41098_r1	RGS5	55730	62625	55730	62625	0.16828	2.377e+07	1.1703e+07	2.0155	0.97807	0.021928	0.043856	0.12812	True
HGLibA_48888_r1	TDO2	81110	90224	81110	90224	0.15362	4.1528e+07	2.0447e+07	2.0154	0.97807	0.02193	0.043859	0.12812	True
HGLibB_36839_r0	PLA2G2A	32460	27854	32460	27854	-0.22078	1.0609e+07	5.2414e+06	2.012	0.02211	0.97789	0.044219	0.12893	False
HGLibB_57496_r1	NonTargetingControlGuideForHuman_0468	84032	93369	84032	93369	0.152	4.3587e+07	2.1552e+07	2.0112	0.97785	0.022152	0.044305	0.12893	True
HGLibA_09796_r2	CLASP2	96874	1.0725e+05	96874	1.0725e+05	0.14682	5.3849e+07	2.6627e+07	2.0111	0.97785	0.022155	0.04431	0.12893	True
HGLibB_57721_r0	NonTargetingControlGuideForHuman_0693	1.0631e+05	95237	1.0631e+05	95237	-0.15871	6.1325e+07	3.0575e+07	2.0029	0.022596	0.9774	0.045192	0.13133	False
HGLibB_57344_r1	NonTargetingControlGuideForHuman_0316	48490	54661	48490	54661	0.17282	1.904e+07	9.5164e+06	2.0004	0.97727	0.022729	0.045459	0.13193	True
HGLibA_19076_r2	GIMAP2	12728	10443	12728	10443	-0.28539	2.6095e+06	1.3051e+06	1.9998	0.022762	0.97724	0.045524	0.13195	False
HGLibA_49873_r2	TMEM110	1.5654e+05	1.7125e+05	1.5654e+05	1.7125e+05	0.12958	1.0821e+08	5.4363e+07	1.9953	0.97699	0.023007	0.046014	0.1332	True
HGLibA_40756_r1	RDM1	48594	54747	48594	54747	0.172	1.893e+07	9.5469e+06	1.9914	0.97678	0.02322	0.04644	0.13425	True
HGLibA_47950_r0	SYK	18248	15282	18248	15282	-0.25583	4.3967e+06	2.2279e+06	1.9867	0.023478	0.97652	0.046956	0.13557	False
HGLibB_43545_r1	SERPINI1	1.2014e+05	1.0812e+05	1.2014e+05	1.0812e+05	-0.15207	7.2225e+07	3.6671e+07	1.9847	0.023588	0.97641	0.047176	0.13603	False
HGLibA_02845_r2	ARHGEF3	40801	46182	40801	46182	0.17873	1.4479e+07	7.3626e+06	1.9832	0.97633	0.023673	0.047346	0.13634	True
HGLibA_43722_r0	SFMBT1	55817	49040	55817	49040	-0.18674	2.2963e+07	1.1731e+07	1.9786	0.023929	0.97607	0.047857	0.13764	False
HGLibB_15935_r0	FAHD2A	64417	71938	64417	71938	0.1593	2.828e+07	1.4516e+07	1.9739	0.97581	0.024194	0.048388	0.13884	True
HGLibB_48424_r0	TBC1D15	40186	34891	40186	34891	-0.20386	1.4023e+07	7.1985e+06	1.9738	0.024201	0.9758	0.048401	0.13884	False
HGLibA_48259_r0	TAF8	25378	21618	25378	21618	-0.23134	7.0688e+06	3.6361e+06	1.9718	0.024315	0.97568	0.04863	0.13932	False
HGLibA_08231_r2	CD109	47422	53403	47422	53403	0.17135	1.7884e+07	9.2067e+06	1.971	0.97564	0.024361	0.048722	0.1394	True
HGLibB_57279_r0	NonTargetingControlGuideForHuman_0251	3.3342e+05	3.0793e+05	3.3342e+05	3.0793e+05	-0.11475	3.2494e+08	1.6742e+08	1.9702	0.024406	0.97559	0.048812	0.13948	False
HGLibB_57442_r0	NonTargetingControlGuideForHuman_0414	2.5402e+05	2.3321e+05	2.5402e+05	2.3321e+05	-0.12331	2.1651e+08	1.117e+08	1.9689	0.02448	0.97552	0.04896	0.13966	False
HGLibA_02179_r2	ANO4	21624	24957	21624	24957	0.20681	5.5546e+06	2.8666e+06	1.9686	0.9755	0.0245	0.049	0.13966	True
HGLibA_42726_r1	SAP30BP	25584	21816	25584	21816	-0.22987	7.1005e+06	3.6801e+06	1.9644	0.024741	0.97526	0.049483	0.14085	False
HGLibA_23631_r2	IRX2	82614	91611	82614	91611	0.14912	4.0468e+07	2.1013e+07	1.9626	0.97515	0.024849	0.049698	0.14129	True
HGLibB_09613_r2	CHST13	95194	1.0519e+05	95194	1.0519e+05	0.14399	4.9917e+07	2.5943e+07	1.9617	0.9751	0.024901	0.049802	0.14135	True
HGLibB_32218_r0	NOL12	52726	59165	52726	59165	0.16622	2.0729e+07	1.0778e+07	1.9613	0.97508	0.024924	0.049848	0.14135	True
HGLibA_22084_r0	HRC	83855	74770	83855	74770	-0.16543	4.1267e+07	2.1484e+07	1.96	0.024997	0.975	0.049995	0.14159	False
HGLibA_31080_r0	NAIP	21340	24624	21340	24624	0.2065	5.3922e+06	2.8109e+06	1.9587	0.97493	0.025072	0.050144	0.14183	True
HGLibA_08231_r1	CD109	61352	68529	61352	68529	0.1596	2.5753e+07	1.3501e+07	1.9532	0.9746	0.025398	0.050796	0.14337	True
HGLibB_08208_r2	CCT8	19421	16368	19421	16368	-0.24672	4.6604e+06	2.4439e+06	1.9529	0.025414	0.97459	0.050828	0.14337	False
HGLibA_15504_r1	ERMARD	73523	81730	73523	81730	0.15267	3.3678e+07	1.7669e+07	1.9525	0.97456	0.025441	0.050883	0.14337	True
HGLibA_63475_r2	hsa-mir-6824	1.0332e+05	1.1388e+05	1.0332e+05	1.1388e+05	0.14033	5.5706e+07	2.9306e+07	1.9498	0.9744	0.025601	0.051201	0.14388	True
HGLibA_04785_r2	BRD8	15842	18462	15842	18462	0.22081	3.4327e+06	1.806e+06	1.9497	0.97439	0.025605	0.05121	0.14388	True
HGLibB_01860_r2	ANAPC1	70916	78893	70916	78893	0.15378	3.1816e+07	1.6746e+07	1.9493	0.97437	0.025628	0.051256	0.14388	True
HGLibB_57369_r0	NonTargetingControlGuideForHuman_0341	1.5823e+05	1.4375e+05	1.5823e+05	1.4375e+05	-0.13843	1.0479e+08	5.5238e+07	1.9479	0.025715	0.97428	0.05143	0.14419	False
HGLibA_20605_r0	GTPBP2	42950	37467	42950	37467	-0.19702	1.5029e+07	7.9462e+06	1.9449	0.025893	0.97411	0.051786	0.145	False
HGLibB_57511_r0	NonTargetingControlGuideForHuman_0483	35314	30578	35314	30578	-0.20778	1.1219e+07	5.9406e+06	1.9434	0.025981	0.97402	0.051962	0.14531	False
HGLibA_23230_r0	IMMP1L	20121	17004	20121	17004	-0.24279	4.8565e+06	2.5757e+06	1.9419	0.026074	0.97393	0.052149	0.14565	False
HGLibB_51501_r1	TRIM60	1.176e+05	1.2913e+05	1.176e+05	1.2913e+05	0.13497	6.6505e+07	3.5524e+07	1.935	0.9735	0.026496	0.052992	0.14782	True
HGLibB_27632_r2	LY6H	40263	45439	40263	45439	0.17447	1.3395e+07	7.2188e+06	1.9264	0.97297	0.027027	0.054054	0.15059	True
HGLibA_37072_r1	PLEKHA4	1.0377e+05	1.1421e+05	1.0377e+05	1.1421e+05	0.13832	5.4506e+07	2.9492e+07	1.9226	0.97273	0.027267	0.054533	0.15174	True
HGLibB_57371_r1	NonTargetingControlGuideForHuman_0343	94267	1.0396e+05	94267	1.0396e+05	0.14127	4.7026e+07	2.5568e+07	1.9179	0.97244	0.02756	0.055119	0.15318	True
HGLibB_07340_r2	CAST	9899.2	8081.5	9899.2	8081.5	-0.29266	1.652e+06	8.9884e+05	1.9173	0.027602	0.9724	0.055204	0.15322	False
